doc_id,text,doc_date
2543,"Hiányos magyar demokrácia
Economist-kutatócsoport: Növekedhet a korm ányzati korrupció
Alaposan leminősítette a magyarországi demokráciát az Econo-
mist Intelligence Unit (EIU) londoni központú szervezet frissen
kiadott riportjában. Szerintük az egymást követő szocialista
kormányokban nagyobb volt a korrupció, mint az Orbán-kor-
mány idején.
___Szentesi Zöldi László ___
A világ legnagyobb, nem befek­
tetési banki jellegű gazdasá­
gi-politikai előrejelző intézete - a
The Economist folyóiratot gondo­
zó cégcsoport kutatási részlege -
hazánkat a „hiányos demokrá­
ciák” közé sorolta be. Térségünk­
ből Lengyelország, Szlovákia és a
balti államok végeztek ebben a
csoportban, míg az EIU szerint a
Cseh Köztársaság és Szlovénia
„teljes demokrácia”, akárcsak az
Egyesült Államok, az Egyesült Ki­
rályság vagy éppen Svédország.
Nyugtalanságra ad okot, hogy
a kormányzati korrupció és a
részrehajlás megnövekedhet Ma­
gyarországon - nyilatkozta la­
punknak A i d á n  M a n k t e l o w , az
EIU térségünkért felelős kutató-
csoportjának elemzője. Emlékez­
tetett a Világbank jelzésére, amely
szerint a magyarországi korrupció
2002 és 2004 között nagyobb volt,
mint az Orbán-kormány idején,
1998 és 2000 között. Magyaror­
szág különösen rosszul teljesít po­
litikai értelemben - folytatta a brit
elemző -, s bár a jelenség az egész
térségben fellelhető, a magyar
kormányzati teljesítmény mégis
rossznak mondható. Aidán Mank­
telow emlékeztetett arra, hogy a
leginkább hiányzó elem az immá­
ron leértékelt magyarországi de­
mokráciában a két oldal közötti
bizalom hiánya.
[I sm é t. ..]  Folytatás a 9. oldalon >

",2006-11-22
2544,"Dióssy Gábor a MÁV Cargo élén
A vasúti áruszállítást bonyolító
MÁV Cargo Zrt. közgyűlésé­
nek döntése értelmében
Dióssy Gábor, a gazdasági és
közlekedési tárca korábbi poli­
tikai államtitkára lett a társa­
ság elnöke. Az eddigi elnök-ve­
zérigazgató, Kozák Tamás a
vezérigazgatói posztot tölti be,
aki továbbra is a MÁV Cargót
irányítja. Az elnök főként a
vállalat tervezett privatizációját
készíti elő - adta hírül tegnap
a társaság. (P. G. I.)",2006-11-22
2545,"Tovább gyomlálta a kérdéseket az OVB
Ötből két kérdést hitelesített
tegnap a Fidesz országos nép-
szavazási kezdeményezéséből
az Országos Választási Bizott­
ság (OVB). A legnagyobb el­
lenzéki párt az elutasított kér­
désfelvetések jóváhagyása mi­
att az Alkotmánybírósághoz
fordul. Zöld jelzést kaptak a
gyógyszerek patikában árusí­
tásáról, valamint a földkérdés­
ről szóló referendumpontok.
___Pál Gábor____
Kettőt hitelesített, míg hármat
elutasított tegnap esti ülésén
az OVB a fennmaradó öt kér­
désből. A Fidesz által beterjesz­
tett népszavazási kezdeményezés
azon kérdését, miszerint a házior­
vosi, fogászati és járóbeteg-ellátá­
sért továbbra se kelljen vizitdíjat
fizetni, a testület többsége legfőbb
érvként azzal az indokkal utasítot­
ta el, hogy a költségvetést érinte­
né, s ezáltal az alkotmány szerint
nem lehetne erről referendumot
tartani. Az ellenérvet megfogal­
mazó B o r d á s  V i l m o s , a testület fi-
deszes tagja szerint az alkotmány
nem rendezi ezt a kérdést. Mint
ahogy a költségvetés sem, hiszen
jövőbeli intézményi bevétel lenne,
ezért semmi akadálya a kérdés hi­
telesítésének. A gyógyszerek ki­
zárólag patikában való árusításá­
ra vonatkozó kérdést egyhangú­
lag fogadta el a választási bi­
zottság, így arról kiírható a nép­
szavazás.
[N égy...]  Folytatás a 3. oldalon >",2006-11-22
2546,"A Holokauszt Múzeumban kiállítás nyílt a haláltáborokból hazatérő zsidókról.
",2006-11-22
2547,"Elfekvőbe utalt hazai egészségügy
____Zivkovics- Borsodi_____
Máris otthagynák az orvosok
azokat a kórházakat, ame­
lyeket részben vagy egészben sza­
nálna, vagy rehabilitációs intéz­
ménnyé alakítana a kormány. Már
több orvos is jelentkezett új állást
keresve a Szigetvári Városi Kórház
és Rendelőintézetben is. - Olyan
intézményekből érkeztek, amelyek­
ről elterjedt a hír a sajtóban, hogy
akár a teljes aktív betegellátás is
megszűnhet - mondta lapunknak
G ö b ö l y ö s  I v e t t főigazgató. A sziget­
vári ráadásul nem került be a 31 ki­
emelt kórház közé, de jobbak az
esélyei az aktív ágyak megszerzésé­
ért induló alkuban, mint egyes régi­
ós intézményeknek.
Hasonló bizonytalanság uralko­
dik Békéscsabán is. Mint azt S z a b ó 
T e r é z i a főigazgató 
lapunknak
hangsúlyozta: a megye legnagyobb
lélekszámú településén, a legjob­
ban megközelíthető helyen, a me­
gye központjában található, a leg­
nagyobb vonzáskörzettel rendelke­
zik, érthetetlen módon mégsem ez
az intézmény került be a kiemeltek
közé. A balassagyarmati városi kór­
ház sem szerepel a harmincegyes
listán. A fenntartó önkormányzat
csak remélni tudja, hogy az intéz­
mény felújításra elköltött több mil­
liárd forint nem lesz ablakon kido­
bott pénz.
Komló szocialista polgármeste­
re, P á v a  Z o l t á n abban bízik, hogy a
regionális egyeztető tanácsban si­
kerül majd pozíciókat szerezni az
„indexre” került kórházuk számá­
ra. A jászberényi kórházat fenntar­
tó önkormányzat azt is megfontol­
ja, hogy a listáról lemaradt intéz­
ményük speciális kórházként mű­
ködjön tovább.
Bővebben a 4 . oldalon",2006-11-22
2548,"Dagad a Siemens botránya
Egyre több országra terjeszti ki
a Siemens-kenőpénzbotrány
nyomozását a müncheni állam-
ügyészség, amely százmillió
eurónyi titkos pénzalap után
kutat. Eközben a zsarolás miatt
ismeretlen tettes ellen indított
magyar büntetőeljárásban teg­
nap ismét meghallgatták a fel­
jelentőt, ám a német konszern
munkatársait eddig elkerülték
a nyomozati cselekmények.
____Munkatársainktól_________
Csaknem valamennyi olyan or­
szágra kiterjesztette a Siemens
csúszópénzbotrányának nyomozá­
sát a müncheni államügyészség,
amellyel a német óriáscég szoros
gazdasági kapcsolatban áll. Az
ügyészség tegnapi közlése szerint az
eljárás eddigi eredményei arra utal­
nak, hogy a Siemens a kilencvenes
évek óta mintegy százmillió eurót
különített el megvesztegetési célok­
ra. A múlt hét óta folyó nyomozást
kiterjesztették K l a u s  K l e i n f e l d  ve­
zérigazgató hivatalára és magánla­
kására is. Kleinfeldet egyelőre csak
tanúként kívánják meghallgatni a
nyomozók, de már ez is tekintély­
veszteséget jelent a cégcsoportnak.
A Siemens üzemi bizottságának el­
nöke tegnap a Berliner Zeitungnak
nyilatkozva azt sürgette, hogy az
óriáscég ezentúl ne vállaljon mun­
kákat olyan országokban, amelyek­
ben csak vesztegetés útján lehet
megrendeléseket kapni. A nyomo­
zók eddig öt vezető beosztású alkal­
mazottat vettek őrizetbe, ám hűtlen
kezelés gyanújával további hét sze­
mély ellen is folyik vizsgálat.
[D agad. ..]  Folytatása 13., 
VEZÉRCIKK A 7. OLDALON >",2006-11-22
2549,"Gergényi felelős, de marad
A Magyar Televízió székházá­
nak ostromakor elkövetett
szakmai hibákért a rendőri biz­
tosítás parancsnokaként Ger­
gényi Péter a felelős, mégsem
indokolt a menesztése a Buda­
pesti Rendőr-főkapitányság
éléről - közölte Bene László or­
szágos rendőrfőkapitány.
______HAraszti Gyula_____________
G e r g é n y i  P é t e r budapesti rend­
őrfőkapitányt mint a biztosí­
tás parancsnokát felelősség terhe­
li a szeptember 18-i tüntetések el­
fajulásáért, hiszen a rendőrök
szakmai hibák sokaságát követték
el - közölte a sajtó kérdéseire vá­
laszolva tegnap B e n e  L á s z l ó orszá­
gos rendőrfőkapitány. Az ORFK
vezetője arról a hétfőn nyilvános­
ságra hozott jelentésről tartott tá­
jékoztatót, amelyet l g n á c z 
Pest megyei rendőrfőkapitány ve­
zetésével egy öttagú bizottság ké­
szített el az MTV ostrománál és
előtte  a  Kossuth  téren  történt
rendőri akciókról.
Lapunk  kérdésére  válaszolva
azonban  Bene  László  elismerte,
hogy az október 23-i rendőri tevé­
kenységről elindított belső vizsgá­
latokról  nem  készítenek  hasonló
jelentést,  amelyet  nyilvánosságra
hoznának.  Ebben  az  ügyben
ugyanis azt a módszert választot­
ták, hogy a fegyelmi osztály kivá­
logatja  azokat  az  eseteket,  ame­
lyek „nem állták ki a törvényesség
próbáját”,  és  ezekről  jelentést
tesznek az ügyészségnek.
[G erg én y i...]   Folytatás a 3.  oldalon  >",2006-11-22
2550,Az önkormányzati államtitkár egyértelművé tette: nincs több pénz a településeknek.,2006-11-22
2551,Egy CIA-jelentés szerint Irán nem törekszik nukleáris fegyverek előállítására.,2006-11-22
2552,A hírközlési hatóságnak ismét vizsgálnia kell a postai szolgáltatásokat.,2006-11-22
2553,"Az ENSZ elítélte Izraelt
Louise Arbour, az ENSZ emberi jo­
gi főbiztosa a Gázai övezetben
tett látogatásán kijelentette: az
övezetben élő palesztinok em­
beri jogait súlyosan megsértet­
ték. A Guardian brit napilap
által idézett Arbour felszólítot­
ta a palesztin és izraeli vezető­
ket, hogy fejezzék be az ártatla­
nok ellen alkalmazott erősza­
kot, és ne sértsék az emberi jo­
gokat. Izraeli katonák eközben
tűzharcban megöltek egy ma­
gas rangú Hamász-parancs-
nokot. (MN)",2006-11-22
2554,"Akadozó gázolajellátás
Egyes országrészekben.akadozik a
gázolajellátás, ez elsősorban az
önálló és független kutaknak
okoz nehézséget - értesültünk.
Az ellátási problémák azért
alakultak ki, mert Európa-
szerte megnövekedett a keres­
let a gázolaj iránt. Erre szakér­
tők már idén tavasszal felhív­
ták a figyelmet. A Mól Rt. ille­
tékese közölte: partnereiket a
szerződések szerint látják el
üzemanyaggal. (P. G. I.)",2006-11-22
2555,"Konzultáltak az önkormányzatokkal
Gyurcsány Ferenc: Pénz nincs, egyeztessünk ■ Kosa Lajos: A kormány ajánlata kannibálalku
___Szab ZSolt____
Gy u r c s á n y  F e r e n c a tegnapi, ál­
tala meghívott településfej­
lesztési konzultációról előbb kidob­
ta volna a sajtót, pénz helyett hét­
pontos együttműködést javasolt az
önkormányzatok vezetőinek, majd
kioktatta tárgyalópartnereit, végül
önmagát is megcáfolta. A parla­
menti rendezvényen a meghívott
regionális fejlesztési tanácsok elnö­
kein és a megyei jogú városok pol­
gármesterein kívül részt vettek a
korábban „kifelejtett” megyei köz­
gyűlések elnökei is. A kormányfő
bevezetőjét követő vitára csak K o s a 
L a j o s , Debrecen polgármestere ha­
tározott fellépése nyomán marad­
hattak a teremben.
- Az ön bizalmi tőkéje igen ala­
csony, ezért vigyáznia kell a szava­
hihetőségére, kérem az újságírókat,
kövessék figyelemmel a tárgyalást
- közölte Kosa, aki felhívta a figyel­
met arra, hogy nincs értelme a tár­
gyalásnak, ha Gyurcsány nem fo­
gadja el az önkormányzatokat part­
nernek. Kérte, hogy a regionális fej­
lesztési tanácsok élére delegált
pártembereket hívja vissza, helyük­
re nevezzen ki akár baloldali pol­
gármestereket. - Abszurd, hogy
amikor a költségvetésről, az önkor­
mányzati intézmények, iskolák,
óvodák, kórházak sorsát befolyáso­
ló kérdésekről döntenek, éppen az
érintettek véleményére nem kíván­
csiak - tette hozzá Kosa.
[Gyurcsányi...] F olytatás a 3. oldalon >",2006-11-23
2556,A köztársasági elnök segítségét kérik az egészségügyi kamarák vezetői.,2006-11-23
2557,Szíriát vádolják a tegnap eltemetett libanoni miniszter meggyilkolásával.,2006-11-23
2558,"Vonzóvá vált a magyar állampapír, előretörtek a külföldi befektetők.",2006-11-23
2559,"Névtáblaháború Kolozsváron
___Rostás Szabolcs (Kolozsvár)___
Botrányba, helyenként erő­
szakba torkollt tegnap a ma­
gyar feliratok elhelyezése a kolozs­
vári Babes-Bolyai Tudomány-
egyetemen (BBTE), ahol H a n t z 
P é t e r , a Bolyai Egyetem visszaállí­
tásáért küzdő Bolyai Kezdemé­
nyező Bizottság (BKB) alelnöke
kívánta kifüggeszteni a karokat és
termeket magyarul hirdető táblá­
kat. Hantz szándékát a rektori hi­
vatal utasítására az adminisztrá­
ciós személyzet meghiúsította.
A kezdeményező bizottság há­
rom héttel ezelőtt ultimátumot
adott a BBTE román vezetőségé­
nek, hogy hajtsa végre az egyetemi
szenátus tavalyi határozatát, és va­
lamennyi román nyelvű mellé he­
lyezzen cl magyar feliratot is. Mivel
az intézmény vezetősége a BKB rög­
zítette határidőig ennek nem tett
eleget, Hantz tegnap tucatnyi, a
szervezet költségén elkészített név­
táblával „felfegyverkezve” jelent
meg a BBTE központi, Farkas utcai
épülete előtt.
IBotrAn y...]  Folytatás a 9. oldalon >",2006-11-23
2560,"Nincs meg a lőtértűz oka
A z elhunyt tűzoltók légzőkészülékét még szakértők vizsgálják
____Szenvedi Zoltán___
Nem találták meg a Műegye­
tem alagsorában augusztus
8-án pusztító, három tűzoltó életét
követelő tűz keletkezésének okát -
tudta meg lapunk T ó t h  G á b o r  e z ­
r e d e s t ő l , a fővárosi rendőrfőkapi­
tány bűnügyi helyettesétől. A ki­
rendelt tűzvizsgáló véleménye a
napokban jutott el a rendőrséghez.
Azt megállapították, hogy illegális
anyag, robbanószer, a lőtér enge­
délyében nem szereplő fegyver lő­
szere nem okozhatta a tragédiát,
mert ennek nyomait nem lelték föl
sem a tűzvizsgálók, sem a rendőr­
ségi tűzszerészek. Elektromos tűz
kialakulására utaló adatok sem
voltak. Annyi bizonyos csak, hogy
a golyófogó fal kapott lángra isme­
retlen okból. A héten készül el egy
másik szakértői vélemény, amely a
három elhunyt tűzoltó légzőkészü­
lékének állapotáról ad tájékozta­
tást. Tóth Gábor elmondta: a vizs­
gálatra független szakértőt kértek
föl, aki nem tagja a fővárosi tűzol­
tóságnak. A szakember a készülé­
kek németországi gyártójához is
elutazott azért, hogy minél több
információt összegyűjtsön.
[N in c s...]  Folytatása 1 7 .o ld a lo n>",2006-11-23
2561,"Bokros: Leszakadás fenyegeti hazánkat
Nem tudni, mikor lesz euró Magyarországon, mert a kormány
konvergenciaprogramja nem vezet el a közös valutához - jelen­
tette ki tegnap Járai Zsigmond jegybankelnök, aki szerint a
rossz állam rátelepedett a magyar gazdaságra. Bokros Lajos volt
pénzügyminiszter arra figyelmeztetett, hogy a leszakadás veszé­
lye fenyegeti hazánkat.
___Szabó Eszter___
Rátelepedett a rossz állam a
magyar gazdaságra, s kezdi
tönkretenni a vállalkozások élette­
rét - jelentette ki J á r n i  Z s i g m o n d 
jegybankelnök a Magyar Kereske­
delmi és Iparkamara (MKIK) és a
Magyar Nemzeti Bank tegnapi inf­
lációs konferenciáján, ahol el­
mondta: a jelenlegi helyzet még
nem a vég, jövőre ugyanis nőnek az
adók, emelkedik az újraelosztás
aránya, terjed a bürokrácia és a
korrupció. Annak, hogy az állam
visszafogja a gazdaságot, Járai sze­
rint már több jele is mutatkozik: az
adóterhek növekedése mellett
csökken a gazdasági növekedés
üteme, miközben a rendkívüli
mértékű korrupció immár átszövi
az egész gazdaságot, de különösen
az állami megrendeléseket. Mint
mondta, a gazdaságban jelenleg bi­
zonytalanság uralkodik, s ez főként
annak köszönhető, hogy még csak
a víziója sincs meg annak a gazda­
ságpolitikának, amely alapján a
társadalom támogatását lehetne
kérni. A kormány konvergen­
ciaprogramja nem vezet el a közös
valutához - hangsúlyozta Járai, aki
ezért arra figyelmeztetett, hogy a
hazai vállalkozásoknak a környező
országokhoz képest kedvezőtle­
nebb környezetben kell majd dol­
gozniuk, azaz lemaradásunk a kö­
vetkező években tovább nő.
[Tönkreteszik...] 
Folytatás a 13. oldalon >",2006-11-23
2562,"Százmilliárdos illetékbotrány
___Kiss Roland_____________
Miközben a kormány a nyáron
még azt ígérte, hogy a közel­
jövőben már nem kerül sor adóvál­
tozásokra, az utóbbi hetek módosí­
tásairól sorra derül ki, hogy húsba
vágó tételeket érintenek. Az új ille­
tékszabályozás körül például infor­
mációink szerint botrány várható,
hiszen az százmilliárdos elvonást
jelent majd a cégeknek, a szakértő
szerint ráadásul alaptalanul.
Maximum huszonegy százalé­
kos illeték kiszabását javasolja az
őszi pénzügyi salátatörvény azok­
ban az esetekben, amikor az in­
gyenes eszközátadás olyan cégek
között megy végbe, ahol az egyik
társaság a másik százszázalékos
tulajdonában áll, vagy a két cég
egyazon magánszemély tulajdo­
nában van. E „könnyítésről” azóta
kiderült: valójában akár százmil-
liárd forintos állami bevételt sza­
vatoló szigorításról van szó. A vál­
lalkozások ugyanis eddig egyálta­
lán nem fizették ezt az illetéket.
[S zázmilliárdos...] 
Folytatás a 11. oldalon",2006-11-23
2563,Vitéz Levente címmel a Kolompos együttes bemutatta új lemezét a Jövő Házában.,2006-11-23
2564,"Élet és halál között a volt orosz ügynök
___Jotischky László (London)
Az egykori orosz ügynök, a 
megmérgezett Alekszander
Litvinyenko állapota tegnap to­
vább romlott. A londoni egyetemi 
klinika 
intenzív osztályán egy 
röntgenfelvétel kimutatta, hogy 
szervezetébe három idegen tárgy 
jutott, és lehetséges, hogy egyikük 
kárt okozott a bélrendszerben. Az 
orvosi vélemény szerint az egykori 
orosz ügynököt egy radioaktív tal- 
liumot is tartalmazó „koktéllal” 
mérgezhették meg, és ennek tulaj­
donítható a gerincvelő sérülése. A 
csütörtökre virradó éjszaka mes­
terséges eszközzel kellett Litvi­
nyenko szívét működésben tarta­
ni. Ha a jelenlegi válságot átvésze­
li, valószínűleg csontvelő-átülte­
tésre lesz szüksége.
Alekszander Litvinyenko, a 
KGB, majd az utódszervezet Szö­
vetségi Biztonsági Szolgálat egyko­
ri ezredese, szókimondó bírálója a 
Putyin-rendszernek. Hat évvel ez­
előtt politikai menedéket kapott 
Angliában, és októberben meg­
kapta a brit állampolgárságot. A 
mérgezés ügyében folyó nyomo­
zást átadták a brit biztonsági szer­
vek 
terrorelhárító részlegének, 
amikor minden kétséget kizáróan 
megállapították, hogy szándékos 
gyilkossági kísérletről van szó. Az 
ügy 
jelentőségét növeli, hogy 
Nagy-Britannia területén brit ál­
lampolgár ellen követtek el me­
rényletet.",2006-11-24
2565,"Éleslőszerrel tüzeltek a rendőrök
____Haraszti Gyula____
Éleslőszerrel tüzeltek a rendőrök 
az MTV székházának szeptem­
ber 18-i ostrománál -  ismerte el 
Németh Lajos, az Országos Rendőr­
főkapitányság (ORFK) szóvivőjé­
nek helyettese. Mivel azonban ezek 
a lövések a levegőbe leadott figyel­
meztető lövések voltak, a rendőrsé­
gi törvény és a rendőrök szolgálati 
szabályzata szerint ez nem számít 
fegyverhasználatnak.
Balog Zoltán, a parlament em­
beri jogi bizottságának fideszes el­
nöke egy tegnapi konferencián kije­
lentette: megdöbbentette az eset, 
amelynek szerinte megkérdőjelez­
hető a szakszerűsége.
A rendőrség jelentése alapján az 
MTV-nél 28 lövést adtak le a rend­
őrök a levegőbe a testi épségük vé­
delme érdekében, de ezek személyi 
sérülést vagy anyagi kárt nem okoz­
tak. Miközben eddig egyetlen rend­
őrt sem sikerült azonosítani a bűn- 
cselekmény gyanújába keveredett 
„ismeretlen tettesek” közül, az 
ORFK újabb fényképeket tett fel a 
honlapjára tüntetőkről.
R é s z l e t e k a 3 ., je g y z e t a 7 . o l d a l o n",2006-11-24
2566,"Egekig nőnek a gázköltségek
A támogatási rendelet gyermekek helyett egynél kisebb „egységekkel” számol
Megjelent az energiafelhasználás szociális támogatásáról szóló
rendelet. Kiderült: a család szinte minden bevétele jövedelem­
nek számít, az ösztöndíj és az álláskeresési támogatás is. Az ön-
kormányzatoknak a sávos gázár-támogatási rendszer megszün­
tetése miatt emelniük kell a távhődíjakat. Péterfalvi Attila adat­
védelmi biztos a sajtóból értesült, hogy megjelent a kormány-
rendelet, holott azt neki előzetesen véleményeznie kellett volna.
____Erdősi Csaba___
Nem egészen fedi a valóságot 
annak a kormányrendeletnek 
a címe, amelyből elvileg a jövő évi 
energiaköltségeinknek kellene ki­
derülnie. Az iromány ugyanis ön­
magát úgy határozza meg, mint 
ami a lakosság energiafelhasználá­
sának szociális támogatásáról szól, 
pedig csupán a lakosság egy részét 
érinti. Támogatást ugyanis csak a 
vezetékes gázzal vagy távfűtéssel el-'
látott háztartások kaphatnak, ha jö­
vedelmi viszonyaik alapján erre jo­
gosultak, a szénnel, fával, villany­
nyal, palackos propán-bután gázzal 
vagy bármi egyébbel fűtők azon­
ban, teldntet nélkül jövedelmi vi­
szonyaikra, állami segítség nélkül 
maradnak. Annak ellenére nem 
foglalkozott velük a kormány, hogy 
Lenkovics Barnabás, az állampolgá­
ri jogok országgyűlési biztosa szep­
tember végén külön felhívta a dön­
téshozók figyelmét arra, hogy a pa­
lackos gázt használók kihagyása a 
kedvezményes gázellátásról szóló 
törvényből alkotmányos jogokkal 
összefüggő visszásságot okoz.
A tegnap megjelent kormány- 
rendelet jövedelemhez köti a támo­
gatási jogosultságot.
[C s ö k k e n t i. . . ]  F o l y t a t á s a  1 1 . o l d a l o n  >",2006-11-24
2567,"Sztrájkhullám várható decemberben
Országos sztrájkra kész tíz városi közlekedési szakszervezet, ha a
parlament a jelenlegi formájában fogadja el a korkedvezményes
nyugdíjazás új szabályozását. A pedagógusok december 15-re hir­
dettek kétórás figyelmeztető munkabeszüntetést.
___Bákonyi Ádám___
Tíz, fővárosi és vidéki városi 
közlekedési dolgozókat tö­
mörítő szakszervezet sérelmezi, 
hogy a kormányzat nem egyezte­
tett velük, és érdemi vita nélkül
terjesztette a parlament elé az új 
korkedvezményes nyugdíjazási 
szabályozást. A Balatonfenyvesen 
m egtartott Városi közlekedési 
konferencia résztvevői ezért beje­
lentették, hogy országos közös 
sztrájkbizottságot alakítanak, és
minden törvényes eszközzel ké­
szek megvédeni a dolgozók érde­
keit, ha a parlament a jelenlegi 
formájában fogadja el az új sza­
bályozást. A tíz szakszervezet nyílt 
levelet fogalmazott meg az ország- 
gyűlési képviselők részére, mely­
ben emlékeztetik a törvényalkotó­
kat arra, hogy többszöri felvetésük 
ellenére a kormányok 1997 óta ha­
logatták 
korkedvezményes 
nyugdíjazással kapcsolatban tett
a 
javaslataik megvitatását. A levél­
ben felszólítják a parlamenti kép­
viselőket, hogy a benyújtott tör­
vénymódosítást utasítsák el. Kö­
vetelik, hogy a jelenlegi szabályo­
zás hatályban tartásával a jövő év 
végéig biztosítsanak időt a kor­
mányzat és az érdekképviseletek 
közötti egyeztetésre, egy új szabá­
lyozás benyújtására.
[S z t r á jk h u l l á m . . . ] 
F o l y t a t á s a  3 . o l d a l o n  >",2006-11-24
2568,"Eddigi legvéresebb napjait éli át Irak
H Í R Ö S S Z E F O G L A L Ó
P usztító  merényletsorozatot 
követtek el tegnap Bagdad síi­
ták  lakta  Szadrváros  nevű  részé­
ben.  Összesen  hat gépkocsiba  rej­
tett  pokolgép  lépett  működésbe, 
lapzártánkig érkezett hírek szerint 
legkevesebb  160  ember  életét  ol­
tották  ki,  257-et  megsebesítettek. 
A robbanások heves tüzeket okoz­
tak,  egész  utcákat  változtattak 
romhalmazzá.  Az  utóbbi  egy  hó­
nap volt az arab ország ellen indult 
háború óta a legvéresebb  időszak, 
október óta közel négyezren haltak 
meg.  A  terrortámadások  közül 
idén a tegnapi volt a legsúlyosabb 
az  arab  országban.  A  véres  me­
rényletsorozatot követően aknave- 
tős  támadás  érte  az  egyik  közeli 
szunnita  negyedet, valamint  fegy­
veresek rontottak rá a síiták vezet­
te egészségügyi  minisztérium bel­
városi épületére.
Az  egész  közel-keleti  térséget 
destabilizálhatja, hogy a véres iraki 
eseményekkel  párhuzamosan  Li­
banonban  is  egyre  feszültebb  a 
helyzet: ott a lakosság Szíriára szór 
átkokat az ipari miniszter meggyil­
kolása miatt.
T o v á b b ia k  a  8 .,  v e z é r c ik k  a  7 .  o l d a l o n












",2006-11-24
2569,"Québeci nemzet
Első ízben nevezte „nemzetnek” 
egy kanadai miniszterelnök a 
parlamentben a francia nyelvű 
Québec tartományt. Stephan 
Harper a szeparatista Québeci 
Blokk vitorlájából akarta kifog­
ni a szelet, mielőtt a párt indít­
ványozta a tartomány nemzet­
ként történő elismerését. A 
québecieket „nemzetként kel­
lene elismerni az egységes Ka­
nadán belül” - érvelt szerdán 
Harper ilyen értelmű határoza­
ti javaslata beterjesztésekor a 
képviselők előtt, akik felállva 
éljenezték szavait. (MTI)",2006-11-24
2570,"Szombati magazinunk tartalmából
FAPADOS JÁRAT
Cigányúton Mohácstól Malmőig, 
avagy a szegénység nem roma ügy
MIBE KERÜL A KLÍMAVÁLTOZÁS?
A tétlenség nemcsak a környezet­
nek, a gazdaságnak is károkat okoz
SZINDBÁD SZALONNÁZÓJA
Reneszánszát éli a zsebben lapuló, 
míves bicska",2006-11-24
2571,"Továbbépülhet az MO-s
Folytatódhat az MO-s körgyűrű 
építése,miután a Központi 
Közlekedési Felügyelet meg­
ismételt eljárásban kiadta 
a Nemzeti Autópálya Zrt.- 
nek az MO-s körgyűrű keleti 
szektor 3-as számú főút és 
M3-as autópálya közötti sza­
kaszára vonatkozó új építési 
engedélyét. A Fővárosi Bíró­
ság még 2006. szeptember 
21-i ítéletében helyezte hatá­
lyon kívül az építési enge­
délyt. (MTI)",2006-11-24
2572,Félszáznál is több kiállítóval megnyílt a régiségkiállítás és -vásár a Műcsarnokban.,2006-11-24
2573,"Törvényt sért a kormány, ha lezárja a kárpótlási jegy beváltását - állítja a TEBÉSZ.",2006-11-24
2574,Lengyelország az unió kérése ellenére sem ad szabad utat az EU-orosz tárgyalásoknak.,2006-11-24
2575,"Etnikai konfliktust gerjeszt, hogy egy jászapáti kocsmában romák nemkívánatosak.",2006-11-24
2576,"Afganisztáni pokol
Öngyilkos merénylő pokolgépet 
robbantott tegnap egy étte­
remben a délkelet-afganisztá­
ni Paktika tartománybeli 
Urgun város egy szállodájá­
ban, a detonációban tizenöten 
életüket vesztették, további 
huszonöt ember megsebesült. 
Az ország déli részén ugyan­
akkor harcban elesett egy 
NATO-katona és mintegy fél­
száz felkelő - közölte a kö­
zép-ázsiai országban állomá­
sozó nemzetközi biztonsági 
erő. (MTI)",2006-11-27
2577,"Halálra éheztetett Ukrajna
A sztálini vészkorszak áldozataira emlékeztek Kijevben
___MUNKATÁRSUNKTÓL_
K ijevben megnyílt az a kiállítás, 
amelynek  segítségével  a  láto­
gatók megemlékezhetnek az  1933- 
as,  politikai  indíttatású  ukrajnai 
éhínségről.  Ebben  az  időszakban
Sztálin  kötelező  gabonabegyűjtést 
rendelt el, hogy megtörje a kollekti­
vizálással szembeszegülő ukrán pa­
rasztokat. A gabona és a háziállatok 
rendszeres kényszerbeszolgáltatása 
következtében  a  Szovjetunió  élés­
kamrájának  nevezett  Ukrajnában
milliók  haltak  meg  otthonukban 
vagy az utcán,  s  szinte  mindenna­
possá vált  a kannibalizmus.  Kijev, 
amely szerint a szovjet hatalom ide­
jén csaknem tízmillió ember pusz­
tult  el,  kérte az ENSZ-t,  minősítse 
az éhínséget népirtásnak.



",2006-11-27
2578,"Bonyolódó mérgezési ügy
H Í R Ö S S Z E F O G L A L Ó  
E gyre  több  elmélet  lát  napvilá- 
got  a  gyilkosság  indokairól, 
miután a radioaktív izotóppal meg- 
mérgezett  Alekszandr  Litvinyenko
holttestét átszállították egy londoni 
halottasházba.  Az  európai  lapok 
többnyire  tényként  kezelik,  hogy 
Moszkva ölette meg a kiugrott biz- 
tonsági  tisztet;  Julija  Latinyina  mérgezéséhez.
Kreml-ellenes újságírónő  elképzel- 
hetének tartja, hogy  Vlagyimir Pu-
tyin  környezetében,  de  az  elnök
tudta  nélkül  rendelték  meg a  gyil- 
kosságot. Az orosz elnök visszauta- 
sította  a  vádakat, és közölte,  rága- 
lomhadjárat indult országa ellen, 
A The Times korábban azt írta, 
a brit rendőrség egy bizonyos titok­
zatos  Vlagyimirt  gyanúsít  azzal, 
hogy  köze  van  Litvinyenko  meg- 
T o v á b b ia k  a  8 .  o l d a l o n",2006-11-27
