token;ner
83;O
százalékot;O
,;O
2015-ben;O
már;O
csak;O
73;O
százalékot;O
tettek;O
ki;O
.;O
;
Ugyanakkor;O
és;O
az;O
említett;O
trenddel;O
párhuzamosan;O
mégis;O
a;O
fosszilis;O
energiahordozók;O
esetében;O
Európa;I-LOC
importfüggõsége;O
.;O
;
Bár;O
1990;O
és;O
2015;O
között;O
minden;O
uniós;O
tagállam;O
energiamixében;O
csökkent;O
a;O
fosszilis;O
energiahordozók;O
aránya;O
,;O
még;O
mindig;O
csak;O
három;O
olyan;O
ország;O
van;O
,;O
nevezetesen;O
Svédország;I-LOC
,;O
Finnország;I-LOC
és;O
Franciaország;I-LOC
,;O
amelynek;O
energiamixében;O
ezen;O
energiahordozók;O
nem;O
érik;O
el;O
az;O
50;O
százalékot;O
.;O
;
De;O
mit;O
mondanak;O
az;O
adatok;O
Magyarországról;I-LOC
?;O
;
Hazánk;O
ezen;O
a;O
téren;O
is;O
jól;O
vizsgázott;O
.;O
;
Az;O
ország;O
energiafogyasztása;O
a;O
vizsgált;O
idõszakban;O
és;O
az;O
EU;I-ORG
egészéhez;O
viszonyítottan;O
jóval;O
nagyobb;O
mértékben;O
,;O
több;O
mint;O
16;O
százalékkal;O
csökkent;O
.;O
;
Az;O
energiamixen;O
belül;O
a;O
fosszilis;O
energiahordozók;O
aránya;O
az;O
1990-es;O
szinthez;O
képest;O
12;O
százalékponttal;O
70;O
százalékra;O
esett;O
,;O
amely;O
utóbbi;O
az;O
Unión;I-ORG
belül;O
a;O
9.;O
legalacsonyabb;O
érték;O
";";O
bár;O
IGAZ;O
,;O
energetikai;O
importfüggõségünk;O
az;O
EU;I-ORG
egészéhez;O
hasonlóan;O
sajnos;O
szintén;O
emelkedett;O
.;O
;
Az;O
Országgyûlés;I-ORG
által;O
2011-ben;O
elfogadott;O
nemzeti;O
energiastratégia;O
a;O
függõségtõl;O
való;O
függetlenedés;O
céljával;O
irányította;O
figyelmünket;O
a;O
hazánk;O
számára;O
nélkülözhetetlen;O
energiahordozókra;O
,;O
és;O
határozta;O
meg;O
a;O
legkézenfekvõbb;O
,;O
az;O
ország;O
fenntartható;O
energiaellátását;O
leginkább;O
garantáló;O
energiamixet;O
.;O
;
Ez;O
a;O
függetlenedési;O
törekvés;O
,;O
ha;O
kis;O
lépésekben;O
is;O
,;O
de;O
elindult;O
.;O
Elvitathatatlanul;I-LOC
látszik;O
,;O
hogy;O
Magyarország;I-LOC
tesz;O
lépéseket;O
a;O
dekarbonizáció;O
irányába;O
.;O
;
Úgy;O
vélem;O
,;O
jó;O
ütemû;O
az;O
elõrehaladás;O
,;O
hiszen;O
ezen;O
az;O
úton;O
még;O
nagyobb;O
teret;O
nyit;O
a;O
függetlenedésre;O
az;O
elõttünk;O
álló;O
évtizedekben;O
a;O
Paksi;I-ORG
Atomerõmû;I-ORG
kapacitás­fenn­tartása;O
és;O
a;O
megújuló;O
energiaforrások;O
fokozatos;O
térnyerése;O
.;O
;
Tehát;O
bõven;O
van;O
mozgásterünk;O
a;O
dekar­bo­nizáció;O
elõsegítésére;O
.;O
;
Végül;O
hadd;O
emlékeztessem;O
önöket;O
Ferenc;I-PER
pápa;O
aktív;O
szerepére;O
,;O
amit;O
a;O
világ;O
és;O
természetünk;O
védelme;O
érdekében;O
folyamatosan;O
kinyilvánít;O
.;O
;
Így;O
nem;O
véletlen;O
,;O
hogy;O
a;O
„;O
Laudato;I-ORG
si;O
	O;
kezdetû;O
enciklikájában;O
kitér;O
korunk;O
társadalmának;O
egyik;O
fontos;O
kérdéskörére;O
(;O
Az;O
elnök;O
csenget;O
.;O
;
);O
és;O
lényeges;O
célkitûzésére;O
,;O
a;O
fosszilis;O
energiahordozók;O
kiváltásának;O
szükségességére;O
is;O
.;O
;
Köszönöm;O
szépen;O
a;O
figyelmet;O
.;O
;
(;O
Taps;O
a;O
kormánypárti;O
padsorokban;O
.;O
);O
;
LEZSÁK;I-PER
SÁNDOR;I-PER
(;O
Fidesz;I-ORG
);O
:;O
Köszönöm;O
szépen;O
,;O
elnök;O
úr;O
.;O
;
Tisztelt;I-PER
Ház;I-PER
!;O
;
Képviselõtársaim;O
!;O
;
Az;O
1956-os;O
emlékév;O
június;O
16-án;O
zárul;O
,;O
de;O
már;O
most;O
megállapítható;O
,;O
hogy;O
nincs;O
olyan;O
képviselõtársam;O
,;O
aki;O
valamilyen;O
formában;O
ne;O
vette;O
volna;O
ki;O
részét;O
abban;O
a;O
közösségi;O
munkában;O
,;O
aminek;O
célja;O
az;O
volt;O
,;O
hogy;O
méltó;O
helyére;O
kerüljön;O
az;O
1956-os;O
magyar;O
forradalom;O
és;O
szabadságharc;O
a;O
nemzet;O
emlékezetében;O
.;O
;
Bizonyítják;O
az;O
elmúlt;O
hónapok;O
,;O
hogy;O
kiapadhatatlan;O
élményforrás;O
1956;O
,;O
és;O
különösen;O
az;O
elmúlt;O
hónapokban;O
felszínre;O
kerültek;O
olyan;O
vidéki;O
történések;O
,;O
amelyek;O
már-már;O
a;O
feledés;O
homályába;O
merültek;O
.;O
;
Ilyen;O
Nagy;I-PER
Szeder;I-PER
István;I-PER
életútja;O
,;O
életmûve;O
,;O
és;O
az;O
a;O
történés;O
,;O
ami;O
ma;O
is;O
rendkívül;O
izgalmas;O
történés;O
az;O
1956-os;O
októberi;O
napokban;O
.;O
;
(;O
Zaj;O
az;O
ellenzéki;O
pártok;O
soraiban;O
.;O
);O
;
Nagy;I-PER
Szeder;I-PER
István;I-PER
kisgazda;O
politikus;O
volt;O
,;O
akit;O
erõsen;O
meghurcoltak;O
.;O
;
1947-ben;O
kizárták;O
a;O
Kisgazdapártból;I-ORG
,;O
ezt;O
követõen;O
a;O
Szabadság;I-ORG
Párt;I-ORG
listáján;O
jutott;O
be;O
a;O
parlamentbe;O
,;O
de;O
a;O
mandátumát;O
megsemmisítették;O
,;O
és;O
ezt;O
követõen;O
internálótáborba;O
került;O
,;O
majd;O
visszahúzódva;O
a;O
közélettõl;O
élte;O
a;O
napjait;O
Kiskunhalason;I-LOC
helytörténészként;O
,;O
építészként;O
.;O
;
Rendkívül;O
nagy;O
tekintélye;O
miatt;O
';O
56;O
októberében;O
rá;O
figyelt;O
Kiskunhalas;I-LOC
közössége;O
,;O
azonban;O
õ;O
a;O
kérés;O
ellenére;O
nem;O
vállalt;O
a;O
forradalmi;O
bizottságban;O
munkát;O
,;O
mert;O
azt;O
mondta;O
,;O
hogy;O
kommunistákkal;O
,;O
a;O
volt;O
vezetõkkel;O
nem;O
hajlandó;O
együtt;O
dolgozni;O
.;O
;
(;O
Az;O
elnök;O
csenget;O
.;O
);O
;
Azonban;O
1956.;O
október;O
27-én;O
,;O
amikor;O
szombaton;O
este;O
tüntetés;O
volt;O
Kiskunhalason;I-PER
,;O
a;O
mai;O
Bethlen;I-PER
Gábor;I-PER
téren;O
,;O
a;O
kommunista;O
sortûz;O
két;O
halálos;O
áldozatot;O
és;O
több;O
sebesültet;O
követelt;O
.;O
;
Ekkor;O
kihirdették;O
az;O
ostromállapotot;O
,;O
a;O
katonai;O
igazgatás;O
vette;O
át;O
a;O
város;O
irányítását;O
,;O
az;O
indulat;O
sûrûsödött;O
,;O
gyúanyaggá;O
vált;O
,;O
és;O
ebben;O
a;O
zaklatott;O
,;O
robbanásig;O
feszült;O
légkörben;O
hétfõn;O
,;O
október;O
29-én;O
a;O
városi;O
tanács;O
kommunista;O
vezetõi;O
újólag;O
kérték;O
Nagy;I-PER
Szeder;I-PER
Istvánt;I-PER
,;O
hogy;O
vegyen;O
részt;O
a;O
forradalmi;O
bizottság;O
munkájában;O
,;O
rendkívüli;O
népszerûségével;O
segítsen;O
oldani;O
a;O
feszültséget;O
,;O
levezetni;O
az;O
indulatokat;O
,;O
megakadályozni;O
az;O
újabb;O
vérontást;O
.;O
;
Nagy;I-PER
Szeder;I-PER
István;I-PER
azzal;O
a;O
feltétellel;O
vállalta;O
a;O
bizottsági;O
tagságot;O
,;O
ha;O
48;O
órán;O
belül;O
Kiskunhalason;I-LOC
demokratikus;O
módon;O
önkormányzati;O
választást;O
tartanak;O
.;O
;
A;O
feltételt;O
elfogadták;O
,;O
és;O
így;O
került;O
sor;O
november;O
1-jén;O
az;O
1956-os;O
magyar;O
forradalom;O
és;O
szabadságharc;O
egyetlen;O
szabad;O
demokratikus;O
önkormányzati;O
választására;O
.;O
;
48;O
órán;O
belül;O
megszervezték;O
Nagy;I-PER
Szeder;I-PER
Istvánék;I-PER
ezt;O
a;O
választást;O
,;O
két;O
nap;O
elõkészület;O
után;O
,;O
csütörtök;O
reggel;O
8;O
órakor;O
megnyíltak;O
a;O
szavazókörök;O
,;O
délután;O
kettõig;O
lehetett;O
szavazni;O
.;O
;
Volt;O
olyan;O
szavazókör;O
,;O
ahol;O
a;O
részvétel;O
100;O
százalékos;O
volt;O
,;O
közel;O
16;O
ezren;O
vettek;O
részt;O
a;O
választáson;O
,;O
és;O
még;O
mozgóurnák;O
is;O
voltak;O
,;O
vitték;O
a;O
mozgóurnákat;O
a;O
kórházakba;O
.;O
;
Minden;O
párt;O
,;O
politikai;O
erõ;O
részérõl;O
elismert;O
,;O
szabályos;O
önkormányzati;O
választás;O
történt;O
Kiskunhalason;I-LOC
.;O
;
A;O
voksok;O
76;O
százalékát;O
a;O
Független;I-ORG
Kisgazdapárt;I-ORG
nyerte;O
el;O
,;O
a;O
Szociáldemokrata;I-ORG
Párt;I-ORG
14;O
százalékot;O
kapott;O
,;O
6;O
százalékot;O
kapott;O
a;O
Nemzeti;I-ORG
Parasztpárt;I-ORG
,;O
és;O
a;O
Magyar;I-ORG
Dolgozók;I-ORG
Pártja;I-ORG
,;O
a;O
Kommunista;I-ORG
Párt;I-ORG
pedig;O
4;O
százalékot;O
.;O
;
Még;O
ez;O
is;O
sok;O
,;O
mondta;O
Nagy;I-PER
Szeder;I-PER
István;I-PER
késõbb;O
.;O
;
November;O
1-jét;O
követõen;O
már;O
hozzáláttak;O
a;O
környezõ;O
településeken;O
,;O
hogy;O
elõkészítik;O
a;O
választást;O
,;O
azonban;O
a;O
szovjet;O
tankok;O
,;O
a;O
megszállás;O
eltiporta;O
ezeket;O
a;O
kezdeményezéseket;O
.;O
;
Ezt;O
követõen;O
Nagy;I-PER
Szeder;I-PER
István;I-PER
16;O
vagon;O
élelmiszert;O
gyûjtött;O
a;O
munkatársaival;O
(;O
Az;O
elnök;O
csengetéssel;O
jelzi;O
az;O
idõkeret;O
leteltét;O
.;O
;
);O
,;O
különösen;O
a;O
református;O
egyház;O
segítségével;O
.;O
;
Nos;O
,;O
Nagy;I-PER
Szeder;I-PER
Istvánra;I-PER
emlékezünk;O
,;O
és;O
köszönöm;O
,;O
hogy;O
meghallgattak;O
.;O
;
(;O
Taps;O
a;O
kormánypártok;O
soraiban;O
.;O
);O
;
VOLNER;I-PER
JÁNOS;I-PER
(;O
Jobbik;I-PER
);O
:;O
Köszönöm;O
szépen;O
,;O
elnök;O
úr;O
.;O
;
Tisztelt;O
Képviselõtársaim;O
!;O
;
Mielõtt;O
a;O
mai;O
felszólalásom;O
témájába;O
belekezdenék;O
,;O
hadd;O
jelezzem;O
elõre;O
,;O
hogy;O
tekintettel;O
arra;O
,;O
hogy;O
a;O
Jobbik;I-ORG
által;O
a;O
hétvégén;O
bejelentett;O
földesúradó;O
ötlete;O
a;O
kormánynak;O
nem;O
tetszik;O
,;O
ma;O
reggel;O
már;O
megkaptam;O
az;O
elsõ;O
kormánypárti;O
sajtóérdeklõdéseket;O
,;O
amelyekbõl;O
arra;O
következtetek;O
,;O
hogy;O
a;O
személyem;O
ellen;O
ismét;O
egy;O
lejárató;O
cikksorozat;O
fog;O
készülni;O
.;O
;
Minden;O
esetben;O
egyébként;O
mostanában;O
ez;O
így;O
történik;O
:;O
hogyha;O
olyan;O
ötletekkel;O
állunk;O
itt;O
elõ;O
,;O
vagy;O
kellemetlen;O
kérdéseket;O
teszünk;O
föl;O
Orbán;I-PER
Viktornak;I-PER
,;O
akkor;O
jön;O
a;O
kormánypárti;O
sajtó;O
lejáratása;O
.;O
;
Jelezni;O
szeretném;O
államtitkár;O
úr;O
részére;O
,;O
mint;O
egyetlen;O
kormánypárti;O
képviselõ;O
részére;O
az;O
ülésteremben;O
,;O
hogy;O
ez;O
engem;O
a;O
legkevésbé;O
sem;O
zavar;O
,;O
õszintén;O
szólva;O
.;O
;
No;O
,;O
belekezdve;O
a;O
dologba;O
,;O
arról;O
van;O
szó;O
,;O
hogy;O
Magyarországon;I-LOC
éves;O
szinten;O
400;O
milliárd;O
forint;O
közvetlen;O
kárt;O
okoz;O
a;O
korrupció;O
.;O
;
Arról;O
van;O
szó;O
,;O
hogy;O
ennek;O
a;O
korrupciónak;O
az;O
üldözésében;O
sem;O
a;O
Legfõbb;I-ORG
Ügyészség;I-ORG
,;O
sem;O
a;O
rendõrség;O
,;O
sem;O
az;O
Állami;I-ORG
Számvevõszék;I-ORG
,;O
magyarul;O
egyetlen;O
olyan;O
szerv;O
sem;O
jeleskedik;O
,;O
amelynek;O
a;O
vezetõi;O
egyébként;O
a;O
Fidesz;I-ORG
által;O
kinevezett;O
személyek;O
.;O
;
Azért;O
ne;O
felejtsük;O
el;O
,;O
valóban;O
arról;O
van;O
szó;O
,;O
hogy;O
a;O
legfõbb;O
ügyész;O
például;O
,;O
akiknek;O
dolga;O
lenne;O
ezeket;O
a;O
korrupciós;O
bûncselekményeket;O
üldözni;O
,;O
a;O
Fidesznek;I-ORG
a;O
volt;O
tagja;O
,;O
az;O
Állami;I-ORG
Számvevõszék;I-ORG
élén;O
egy;O
volt;O
fideszes;O
országgyûlési;O
képviselõ;O
áll;O
,;O
és;O
valahogy;O
nem;O
találják;O
a;O
nyomát;O
a;O
közbeszerzések;O
révén;O
megvalósuló;O
korrupciós;O
ügyleteknek;O
.;O
;
Fontos;O
,;O
hogy;O
végre;O
legyen;O
Magyarországon;I-LOC
elszámoltatás;O
.;O
;
Mi;O
2018-as;O
kormányra;O
jutásunk;O
esetén;O
elszámoltatásra;O
készülünk;O
,;O
de;O
ezt;O
nem;O
úgy;O
fogjuk;O
végrehajtani;O
,;O
mint;O
ahogy;O
a;O
Fidesz;I-ORG
vagy;O
az;O
MSZP;I-ORG
tette;O
,;O
õk;O
soha;O
semmilyen;O
nagyhalat;O
nem;O
vontak;O
felelõsségre;O
,;O
nem;O
borult;O
meg;O
a;O
rendszer;O
önmagában;O
.;O
;
Mi;O
valódi;O
és;O
kõkemény;O
elszámoltatásra;O
készülünk;O
.;O
;
Fontos;O
azonban;O
azt;O
látni;O
,;O
hogy;O
a;O
kormánypárt;O
nem;O
kis;O
részben;O
a;O
fideszes;O
képviselõk;O
szavazataival;O
törvényesítette;O
a;O
korrupciónak;O
egy;O
jelentõs;O
részét;O
,;O
gondoskodott;O
arról;O
,;O
hogy;O
ne;O
lehessen;O
törvényileg;O
megfogni;O
ezeket;O
az;O
ügyleteket;O
,;O
noha;O
jól;O
látható;O
,;O
hogy;O
egyébként;O
politikai;O
hátszél;O
repíti;O
elõre;O
a;O
kormányfõ;O
közvetlen;O
környezetében;O
lévõ;O
nagyvállalkozókat;O
,;O
azokat;O
az;O
embereket;O
,;O
akik;O
egymás;O
után;O
szerzik;O
Magyarországon;I-LOC
a;O
milliárdjaikat;O
.;O
;
Fontos;O
ebben;O
az;O
esetben;O
,;O
hogy;O
ezt;O
a;O
vagyontömeget;O
,;O
aminek;O
büntetõjogi;O
eszközökkel;O
nem;O
lehet;O
vagy;O
kétséges;O
a;O
visszaszerzése;O
,;O
ezeket;O
adók;O
formájában;O
vissza;O
kell;O
tenni;O
a;O
magyar;O
költségvetésbe;O
.;O
;
Mi;O
tehát;O
,;O
jobbikosok;O
arra;O
készülünk;O
,;O
hogy;O
amikor;O
2018-ban;O
kormányra;O
jutunk;O
,;O
egy;O
olyan;O
mértékû;O
adótömeget;O
vetünk;O
ki;O
kifejezetten;O
a;O
politika;O
közeli;O
vagyonosodásra;O
,;O
amelybe;O
gyakorlatilag;O
az;O
érintettek;O
bele;O
fognak;O
feketedni;O
,;O
magyarul;O
,;O
el;O
fogják;O
veszíteni;O
néhány;O
év;O
alatt;O
a;O
vagyonuk;O
jelentõs;O
részét;O
.;O
;
Ettõl;O
a;O
vagyontól;O
el;O
kell;O
köszönnie;O
azoknak;O
a;O
kormánypárti;O
vállalkozóknak;O
,;O
akik;O
most;O
jelentõs;O
vagyontömeget;O
halmoznak;O
föl;O
,;O
egymás;O
után;O
nyernek;O
a;O
közbeszerzéseken;O
,;O
újabb;O
és;O
újabb;O
milliárdok;O
,;O
jachtok;O
,;O
horvátországi;O
villák;O
és;O
hasonlók;O
jellemzik;O
az;O
életüket;O
.;O
;
Fontos;O
látni;O
,;O
hogy;O
a;O
becsületes;O
vállalkozókat;O
,;O
akik;O
tisztességes;O
üzletmenetet;O
folytatnak;O
,;O
és;O
rendesen;O
versenyeznek;O
úgy;O
,;O
ahogy;O
egyébként;O
a;O
kormánypárti;O
vállalkozók;O
jelentõs;O
része;O
nem;O
teszi;O
,;O
a;O
tisztességes;O
vállalkozókat;O
mi;O
mentesíteni;O
fogjuk;O
az;O
ilyen;O
jellegû;O
adófizetési;O
kötelezettségek;O
alól;O
,;O
õrájuk;O
nem;O
fog;O
kiterjedni;O
ez;O
,;O
azonban;O
a;O
politika;O
közeli;O
vállalkozásokra;O
minden;O
esetben;O
.;O
;
300;O
millió;O
forintos;O
éves;O
vagyonosodás;O
fölött;O
progresszív;O
adórendszert;O
vezetünk;O
be;O
.;O
;
Minél;O
nagyobb;O
a;O
vagyonosodás;O
egészen;O
2002-ig;O
visszamenõen;O
,;O
tehát;O
a;O
Medgyessy-kormány;O
elejéig;O
visszamenõen;O
,;O
annál;O
nagyobb;O
mértékû;O
lesz;O
az;O
adó;O
mértéke;O
,;O
és;O
gondoskodni;O
fogunk;O
arról;O
,;O
hogy;O
a;O
költségvetés;O
visszaszedje;O
azokat;O
a;O
pénzeket;O
,;O
amelyeket;O
most;O
a;O
közösségi;O
pénzekbõl;O
az;O
érintettek;O
jelentõs;O
politikai;O
háttértámogatással;O
meg;O
tudtak;O
szerezni;O
.;O
;
Gondoskodunk;O
majd;O
arról;O
is;O
,;O
hogy;O
ha;O
valaki;O
ezeket;O
megpróbálja;O
eltitkolni;O
,;O
megpróbálja;O
a;O
vagyonát;O
feldarabolni;O
,;O
akkor;O
büntetõjogi;O
eszközökkel;O
felelõsségre;O
vonjuk;O
majd;O
az;O
illetõt;O
.;O
;
És;O
ugyanúgy;O
gondoskodni;O
fogunk;O
arról;O
is;O
,;O
hogy;O
ne;O
lehessen;O
off­shore;O
cégek;O
nevén;O
még;O
több;O
pénzt;O
eldugni;O
,;O
a;O
meglévõket;O
pedig;O
akár;O
titkosszolgálati;O
eszközökkel;O
,;O
akár;O
adatcsere-egyezmények;O
keretein;O
belül;O
vissza;O
fogjuk;O
szerezni;O
.;O
;
Erre;O
készüljenek;O
,;O
ez;O
lesz;O
a;O
Jobbik;I-ORG
adórendszere;O
2018-ban;O
.;O
;
Köszönöm;O
szépen;O
.;O
;
(;O
Taps;O
a;O
Jobbik;I-ORG
soraiból;O
.;O
);O
;
DR;O
.;O
;
TÓTH;I-PER
BERTALAN;I-PER
(;O
MSZP;I-ORG
);O
:;O
Köszönöm;O
a;O
szót;O
,;O
elnök;O
úr;O
.;O
;
Tisztelt;O
Képviselõtársaim;O
!;O
;
Egy;O
normális;O
köztársaságban;O
a;O
köztársaságielnök-választás;O
egy;O
jeles;O
nap;O
.;O
;
Ehhez;O
két;O
feltételnek;O
kell;O
érvényesülnie;O
.;O
;
Az;O
egyik;O
az;O
,;O
hogy;O
legyen;O
egy;O
demokratikus;O
,;O
szabad;O
és;O
szolidáris;O
köztársaság;O
,;O
a;O
másik;O
feltétel;O
pedig;O
,;O
hogy;O
legyen;O
egy;O
alkalmas;O
jelölt;O
.;O
;
Nézzük;O
az;O
elsõ;O
feltételt;O
!;O
;
Van-e;O
Magyarországon;I-LOC
demokratikus;O
,;O
szabad;O
és;O
szolidáris;O
köztársaság;O
?;O
;
A;O
Fidesz;I-ORG
2010-ben;O
megszüntette;O
ezt;O
az;O
intézményt;O
.;O
;
De;O
hogyan;O
állunk;O
ma;O
a;O
valódi;O
köztársasággal;O
,;O
ami;O
ma;O
Magyarországon;I-LOC
nem;O
létezik;O
?;O
;
Hiszen;O
egy;O
normális;O
köztársaságban;O
mûködik;O
a;O
törvény;O
elõtti;O
egyenlõség;O
.;O
;
Egy;O
normális;O
köztársaságban;O
függetlenek;O
a;O
bíróságok;O
,;O
független;O
az;O
ügyészség;O
,;O
függetlenül;O
mûködik;O
az;O
Alkotmánybíróság;I-ORG
,;O
szakmai;O
alapon;O
,;O
független;O
a;O
Nem­zeti;I-ORG
Bank;I-ORG
,;O
mûködik;O
a;O
fékek;O
és;O
ellensúlyok;O
rendszere;O
.;O
;
Egy;O
normális;O
köztársaságban;O
nem;O
zaklatják;O
a;O
civileket;O
.;O
;
Egy;O
normális;O
köztársaságban;O
a;O
média;O
független;O
,;O
és;O
nem;O
„;O
Pénztáros;O
	O;
Lõrinc;I-LOC
és;O
Habony;I-PER
Árpád;I-PER
szemüvegén;O
keresztül;O
kell;O
látni;O
a;O
torzított;O
világot;O
.;O
;
És;O
egy;O
normális;O
köztársaságban;O
tiszteletben;O
tartják;O
a;O
magántulajdont;O
,;O
nem;O
hoznak;O
visszamenõleges;O
törvényeket;O
,;O
és;O
nem;O
csak;O
azzal;O
vannak;O
elfoglalva;O
,;O
hogy;O
az;O
urizáló;O
fideszes;O
pártkatonák;O
és;O
az;O
elit;O
a;O
saját;O
magánvagyonát;O
gyarapítsa;O
.;O
;
Egy;O
normális;O
köztársaságban;O
a;O
törvény;O
az;O
úr;O
,;O
és;O
nem;O
a;O
politikai;O
befolyással;O
szerzett;O
pénz;O
.;O
;
Most;O
nézzük;O
az;O
alkalmas;O
jelöltet;O
!;O
;
A;O
köztársasági;O
elnök;O
elvileg;O
megtestesíti;O
a;O
magyar;O
nemzet;O
egységét;O
,;O
egy;O
olyan;O
politikai;O
közösség;O
egységét;O
,;O
amelynek;O
része;O
a;O
kormány;O
,;O
része;O
az;O
ellenzék;O
és;O
része;O
a;O
civil;O
társadalom;O
is;O
.;O
;
Göncz;I-PER
Árpád;I-PER
annak;O
idején;O
azt;O
mondta;O
:;O
„;O
A;O
köztársasági;O
elnök;O
minden;O
döntésénél;O
mindkét;O
fél;O
?;O
kormány;O
és;O
ellenzék;O
?;O
szempontjait;O
figyelembe;O
veszi;O
,;O
akinek;O
nemcsak;O
tiszte;O
,;O
de;O
kötelessége;O
is;O
az;O
egyensúly;O
õrzése;O
,;O
a;O
mérséklet;O
,;O
a;O
politikai;O
jó;O
modor;O
meghatározása;O
	O;
.;O
;
Nézzük;O
,;O
hogy;O
milyen;O
valójában;O
egy;O
alkalmas;O
jelölt;O
!;O
;
Egy;O
alkalmas;O
jelölt;O
nem;O
hagyja;O
szó;O
nélkül;O
,;O
hogy;O
kopaszok;O
gátolják;O
meg;O
egy;O
magyar;O
állampolgár;O
jogait;O
gyakorlásában;O
,;O
amikor;O
népszavazást;O
akar;O
kezdeményezni;O
.;O
;
Egy;O
alkalmas;O
jelölt;O
nem;O
hagyja;O
,;O
hogy;O
a;O
miniszterelnök;O
felhatalmazás;O
nélkül;O
,;O
titokban;O
évtizedekre;O
eladósítsa;O
a;O
hazáját;O
,;O
és;O
kiszolgáltassa;O
Oroszország;I-LOC
érdekeinek;O
.;O
;
Egy;O
normális;O
köztársasági;O
elnök;O
fellép;O
a;O
titkosítás;O
feloldása;O
ellen;O
,;O
és;O
azért;O
küzd;O
,;O
hogy;O
transzparens;O
legyen;O
a;O
közpénzek;O
felhasználása;O
,;O
és;O
nyilvános;O
legyen;O
az;O
állam;O
mûködése;O
.;O
;
(;O
20.aug;O
);O
És;O
egy;O
alkalmas;O
köztársasági;O
elnök;O
fellép;O
a;O
jogalkotási;O
korrupció;O
ellen;O
,;O
és;O
nem;O
hagyja;O
,;O
hogy;O
ilyen;O
szintre;O
lépjen;O
.;O
;
Ezek;O
miatt;O
az;O
ismérvek;O
és;O
ezek;O
miatt;O
a;O
feltételek;O
miatt;O
a;O
Magyar;I-ORG
Szocialista;I-ORG
Párt;I-ORG
képviselõi;O
Majtényi;I-PER
Lászlót;I-PER
támogatják;O
és;O
ajánlják;O
az;O
Országgyûlésnek;I-ORG
és;O
ajánlják;O
a;O
magyar;O
nemzetnek;O
köztársasági;O
elnökként;O
.;O
;
Majtényi;I-PER
László;I-PER
egy;O
olyan;O
programot;O
hirdetett;O
meg;O
négy;O
pontban;O
,;O
amivel;O
a;O
szocialisták;O
azonosulni;O
tudnak;O
.;O
;
Fontos;O
számunkra;O
a;O
demokrácia;O
,;O
fontos;O
számunkra;O
az;O
alkotmány;O
és;O
az;O
alkotmányos;O
keretek;O
,;O
fontos;O
a;O
törvény;O
uralma;O
,;O
ahogy;O
fontos;O
az;O
állam;O
nyilvánossága;O
és;O
a;O
hatalom;O
transzparenciája;O
,;O
de;O
kiemelten;O
fontos;O
,;O
amit;O
õ;O
megfogalmazott;O
,;O
a;O
szegénység;O
elleni;O
küzdelem;O
.;O
;
Hogy;O
fel;O
kell;O
rúgni;O
azt;O
a;O
társadalomfilozófiát;O
,;O
amit;O
önök;O
alkalmaznak;O
ebben;O
az;O
országban;O
,;O
ahol;O
akinek;O
már;O
van;O
,;O
annak;O
még;O
többet;O
adnak;O
,;O
4;O
millió;O
embernek;O
pedig;O
elengedik;O
a;O
kezét;O
.;O
;
S;O
természetesen;O
fontos;O
számunkra;O
,;O
amit;O
megfogalmazott;O
,;O
hogy;O
az;O
állami;O
szintre;O
emelt;O
korrupciós;O
rendszert;O
le;O
kell;O
bontani;O
és;O
meg;O
kell;O
szüntetni;O
.;O
;
Éppen;O
ezért;O
fogjuk;O
a;O
mai;O
napon;O
,;O
mind;O
a;O
28;O
szocialista;O
parlamenti;O
képviselõ;O
szavazatunkkal;O
is;O
támogatni;O
Majtényi;I-PER
Lászlót;I-PER
.;O
;
Közös;O
jövõnként;O
,;O
Magyarországért;I-LOC
!;O
;
Köszönöm;O
a;O
figyelmet;O
.;O
;
(;O
Taps;O
az;O
MSZP;I-ORG
soraiban;O
.;O
);O
;
SCHMUCK;I-PER
ERZSÉBET;I-PER
(;O
LMP;I-ORG
);O
:;O
Köszönöm;O
a;O
szót;O
,;O
elnök;O
úr;O
.;O
;
Tisztelt;I-PER
Ház;I-PER
!;O
;
Amióta;O
az;O
Európai;I-ORG
Bizottság;I-ORG
meghozta;O
a;O
döntést;O
a;O
Pakson;I-LOC
tervezett;O
atomerõmû-beruházás;O
állami;O
támogatásáról;O
,;O
azóta;O
a;O
kormány;O
érvrendszere;O
jelentõsen;O
megváltozott;O
a;O
Paks;I-ORG
II;I-ORG
.;O
;
#NÉV?;O
kapcsolatosan;O
.;O
;
Mostanság;O
elsõsorban;O
az;O
orosz;O
reaktorok;O
biztonságáról;O
,;O
magas;O
mûszaki;O
színvonaláról;O
és;O
a;O
hatvan;O
évre;O
megoldott;O
áramellátásról;O
beszélnek;O
.;O
;
Ugyanakkor;O
mindannyian;O
emlékszünk;O
rá;O
,;O
hogy;O
az;O
Orbán-Putyin;O
atompaktum;O
aláírása;O
óta;O
folyamatosan;O
azt;O
erõsítgették;O
,;O
hogy;O
a;O
bõvítés;O
lesz;O
az;O
évszázad;O
üzlete;O
,;O
a;O
piaci;O
bevételekbõl;O
megtérül;O
,;O
és;O
nem;O
szorul;O
állami;O
támogatásra;O
.;O
;
A;O
brüsszeli;O
döntés;O
azonban;O
ennek;O
pontosan;O
az;O
ellenkezõjérõl;O
szól;O
